nombre_articulo,descripcion,modulo,ubicacion,asignacion,estado,fecha_de_adquisición,marca,codigo_interno,stock_actual,stock_critico,unidad_medida,es_perecible,grupo,categoria,presentacion,proveedor_referencia,medida,porcentaje_desperdicio,cantidad_minima,precio_referencial
GELATINA FRESA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,268,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,7.5
GELATINA LIMON,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,269,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,7.5
GELATINA MANZANA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,270,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,7.5
GELATINA NARANJA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,271,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,7.5
GELATINA PIÑA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,272,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,7.5
GENGIBRE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,273,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,29
GIN BEEFEATER,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BEEFEATER,274,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,40
GIN BOMBAY,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BOMBAY,275,0,0,U,No,ABARROTES,,BOT,DEL CARMEN,1,0,,55
GIN PARAMONGA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,PARAMONGA,276,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1,0,,15
GIN TANQUERAY,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,TANQUERAY,277,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1,0,,46
GINGER ALE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GINGER ALE,278,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,5
GLUCOMIEL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LA CABAÑA,279,0,0,U,No,ABARROTES,,FRAS X 0.500 L,DEL CARMEN,500,0,,35
GLUCOSA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DULCIMASS,280,0,0,K,No,ABARROTES,,TAPER X 1 L,DEL CARMEN,1000,0,,9
GLUTEN,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,281,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,13
GOMA TRAGACANTO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,282,0,0,K,No,ABARROTES,,GRANEL,MAS VENTAS,1000,0,,60
GOMA XANTANA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,PASSION FOODS,869,0,0,K,Si,ABARROTES,,GRANEL,PASSSION FOODS,1000,0,,160.00799999999998
GOMITAS DE COLORES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,859,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,20
GOTAS CHOCOLATE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,283,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,24
GRAGEAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,825,0,0,K,No,ABARROTES,,GRANEL,,1000,0,,
GRAJEAS COLORES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,284,0,0,K,No,ABARROTES,,GRANEL,MAS VENTAS,1000,0,,13
GRANADA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,285,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,4
GRANADILLA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,286,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,5
GRAND MARNIER,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRAND MARNIER,287,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1,0,,78
GRANOLA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SEIPROSA,288,0,0,K,No,ABARROTES,,PAQ X 0.300 K,DEL CARMEN,1000,0,,16
GRASA DURA CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,289,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0,,
GRATED DE ATUN,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,A - 1,290,0,0,K,No,ABARROTES,,LATA X 0.170 K,DEL CARMEN,1,0,,15.882352941176471
GUANABANA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,291,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,12
GUANTES QUIRURGICOS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GOLGEN MEDIC,292,0,0,U,No,ABARROTES,,CAJA X 100 U,DEL CARMEN,1000,7,,0.14
GUAYABA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,293,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,6
GUINDAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,294,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,16
GUINDONES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,295,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,16
HABAS,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,296,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0.1,,3.5
HARINA CAMOTE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,297,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,6.8
HARINA CHOCOCA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,298,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,4
HARINA DE TRIGO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,NICOLINI,299,0,0,K,No,ABARROTES,,SACO X 5O K,MAKRO,1000,0,,3.8
HARINA HABAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,300,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,4
HARINA INTEGRAL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,301,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,4
HARINA KIWICHA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,302,0,0,K,No,ABARROTES,,BOLSA X 0.200 K,DEL CARMEN,1000,0,,24
HARINA MAIZ,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,303,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,3.5
HARINA PASTELERA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,863,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,2.6
HARINA PREPARADA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BLANCA FLOR,304,0,0,K,No,ABARROTES,,SOBRE X 1 K,DEL CARMEN,1000,0,,5.6
HARINA QUINUA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,305,0,0,K,No,ABARROTES,,BOLSA X 0.200 K,MAS VENTAS,1000,0,,24
HELADO FRESA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DONOFRIO,306,0,0,K,Si,ABARROTES,,TAPER,DEL CARMEN,1000,0,,11
HELADOS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DONOFRIO,307,0,0,L,Si,ABARROTES,,TAPER X 1 L,DEL CARMEN,1000,0,,12
HIELO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,IMPULSO,308,0,0,U,Si,ABARROTES,,BOLSA X 2 1/2 K,DEL CARMEN,1000,0,,2.5
HIERBA BUENA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,309,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2.5
HIERBA LUISA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,310,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2
HIGADO POLLO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,311,0,0,K,Si,CARNICO,AVES,GRANEL,SAN CAMILO,1000,0.01,,13
HIGADO RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,312,0,0,K,Si,CARNICO,RES,GRANEL,SAN CAMILO,1000,0,,9
HIGO SECO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,313,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,16.5
HIGOS,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,314,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,7
HINOJO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,315,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2
HOJA ACHIRA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,316,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,3.5
HOJA PLATANO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,809,0,0,ATD,Si,VERDURAS,,GRANEL,,1,0,,
HOJARASCAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,848,0,0,CIENTO,Si,ABARROTES,,GRANEL,,100,0,,9
HOJAS DE ARROZ,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BANH TRANG,317,0,0,PAQ,No,ABARROTES,,BOSA X 24 U,DEL CARMEN,1000,0,,16
HOJUELAS AJI,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BADIA,318,0,0,K,No,ABARROTES,,FRAS X 0.340 K,DEL CARMEN,1000,0,,54.3
HONDASHI,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LEE KUM KEE,319,0,0,L,No,ABARROTES,,FRAS X 0.120 K,DEL CARMEN,1,0,,191.66666666666669
HONGOS NEGROS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,320,0,0,K,No,ABARROTES,,GRANEL,LA MEJOR,1000,0,,25
HOT DOG,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,321,0,0,K,Si,ABARROTES,,PAQ X 1 K,DEL CARMEN,1000,0,,9.5
HOT DOG FRANKFURTER,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,322,0,0,K,Si,ABARROTES,,PAQ X 1 K,DEL CARMEN,1000,0,,32
HUACATAY,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,323,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0.05,,4
HUESILLO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,324,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,28
HUESO MANZANO,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,325,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,5
HUESO POLLO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,326,0,0,K,Si,CARNICO,AVES,GRANEL,SAN CAMILO,1000,0,,7
HUESO RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,327,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,5
HUEVERA PESCADO,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,328,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0,,12
HUEVOS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,AVICOLA,329,0,0,K,No,ABARROTES,,GRANEL x kg,DEL CARMEN,1000,0,,9.8
HUEVOS CODORNIZ,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,330,0,0,U,No,ABARROTES,,PAQ X 24 U,DEL CARMEN,1,0,,5
JABON LIQUIDO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SAPOLIO,331,0,0,L,No,ABARROTES,,FRAS X 0.300 K,DEL CARMEN,1,0,,5
JACK DANIELS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,JACK DANIELS,785,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1,0,,50
JACK DANIELS HONEY,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,JACK DANIELS,789,0,0,L,No,ABARROTES,,BOTELLA X 750 ML,DON PEDRITO,1000,0,,58
JALAPEÑOS,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,332,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,18
JALEA DE GUANABANA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,333,0,0,K,No,ABARROTES,,TAPER X 1 K,MAS VENTAS,1000,0,,6
JALEA ROJA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,334,0,0,K,No,ABARROTES,,TAPER X 1 K,MAS VENTAS,1000,0,,6
JALEA TRANSPARENTE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,335,0,0,K,No,ABARROTES,,TAPER X 1 K,MAS VENTAS,1000,0,,6
JALEA VERDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,336,0,0,K,No,ABARROTES,,TAPER X 1 K,MAS VENTAS,1000,0,,6
JAMON DEL PAIS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,338,0,0,K,Si,ABARROTES,,PORCION X 0.200 K,DEL CARMEN,1000,0,,12.5
JAMON INGLES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,337,0,0,K,Si,ABARROTES,,PORCION X 0.200 K,DEL CARMEN,1000,0,,28
JAMON PIZZA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,339,0,0,K,Si,ABARROTES,,PORCION X 0.100 K,DEL CARMEN,1000,0,,35.6
JAMON SERRANO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,340,0,0,K,Si,ABARROTES,,PORCION X 0.100 K,PLAZA VEA,1000,0,,96
JAMON YORK,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,341,0,0,K,Si,ABARROTES,,PORCION X 0.100 K,DEL CARMEN,1000,0,,23
JARABE CANELA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,ARTISAH,342,0,0,L,No,ABARROTES,,BOTELLA,DON PEDRITO,1000,%,,15
JARABE CARAMELO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,WILSAN,343,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,15
JARABE DE GOMA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,WILSAN,344,0,0,L,No,ABARROTES,,BOT X 0.750 L,DON PEDRITO,1000,0,,7
JARABE DE UVA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LUVAR,345,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,14
JARABE GRANADINA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LUVAR,346,0,0,L,No,ABARROTES,,BOT,DEL CARMEN,1,0,,7
JEREZ,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,TIO PEPE,347,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1,0,,75
JIM BEAN,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,JIM BEAN,348,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,60
JUGO CRAMBERRY,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,L'ONDA,349,0,0,L,No,ABARROTES,,CAJA X 1 L,DEL CARMEN,1000,0,,7
JUGO DURAZNO GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,351,0,0,L,No,ABARROTES,,CAJA X 1 L,DEL CARMEN,1,0,,2.7
JUGO MANGO GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,353,0,0,L,No,ABARROTES,,CAJA X 1 L,DEL CARMEN,1000,0,,2.7
JUGO MANZANA GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,355,0,0,L,No,ABARROTES,,CAJA X 1 L,DEL CARMEN,1000,0,,2.7
JUGO MARACUYA GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,357,0,0,L,No,ABARROTES,,CAJA X 1 L,DEL CARMEN,1000,0,,2.7
JUGO NARANJA GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,359,0,0,L,No,ABARROTES,,CAJA X 1 L,DEL CARMEN,1000,0,,2.7
JUGO PERA GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,360,0,0,L,No,ABARROTES,,CAJA X 1 L,DEL CARMEN,1,0,,2.7
JUGO PIÑA GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,362,0,0,L,No,ABARROTES,,CAJA X 1 L,DEL CARMEN,1000,0,,2.7
JUGO TOMATE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DEL MONTE,363,0,0,L,Si,ABARROTES,,LATA X 500ML,DEL CARMEN,1000,0,,10
KETCHUP BALDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,B Y D,364,0,0,K,No,ABARROTES,,BALDE X 4 K,DEL CARMEN,1000,0,,17
KION,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,365,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0.1,,7
KIURI,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,366,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,3.5
KIWI,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,367,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,8
KIWICHA POP,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SEIPROSA,368,0,0,K,No,ABARROTES,,BOLSA X 0.100 K,DEL CARMEN,1000,0,,24
LACTACIO DE CALCIO,,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,870,0,0,Sin unidad,Si,,,,PASSSION FOODS,1000,0,,
LANGOSTINO,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,369,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0.05,,33
LAPAS,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,370,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0.15,,28
LAUREL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,842,0,0,K,No,ABARROTES,,GRANEL,,1000,0,,165
LAVA VAJILLA SAPOLIO,,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,815,0,0,Sin unidad,Si,,,,,1000,0,,
LECHE COCO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,CHAOKOH,371,0,0,L,Si,ABARROTES,,LATA X 0.400 L,DEL CARMEN,1000,0,,10.5
LECHE CONDENSADA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,372,0,0,L,No,ABARROTES,,SOBRE X 1.200,DEL CARMEN,1000,0,,15.250000000000002
LECHE EN POLVO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,373,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,26
LECHE EVAPORADA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,374,0,0,L,No,ABARROTES,,LATA X 0.410 L,DEL CARMEN,1000,0,,7.317073170731708
LECHE FRESCA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GLORIA,375,0,0,L,No,ABARROTES,,CAJA X 1L,DEL CARMEN,1000,0,,3.6
LECHE SOYA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SOY VIDA,376,0,0,L,No,ABARROTES,,LATA X 0.400 L,DEL CARMEN,1000,0,,3.75
LECHUGA CAROLA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,377,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0.15,,1
LECHUGA MORADA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,378,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0.15,,2.5
LECHUGA ORGANICA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,379,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0.15,,3
LECHUGA ROMANA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,380,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2.5
LECITINA DE SOYA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,PASSION FOODS,865,0,0,K,Si,ABARROTES,,GRANEL,PASSSION FOODS,1000,0,,400.02
LEMONCHELO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,VILLA MASSA,381,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1,0,,25
LENGUA CORDERO,CARNICO / CORDERO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,382,0,0,K,Si,CARNICO,CORDERO,GRANEL,MARVE,1000,0,,
LENGUA RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,383,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,16
LENGUADO ENTERO,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,384,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0.5,,43
LENTEJAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,811,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
LENTEJAS CHOCOLATE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,385,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,18
LENTEJAS DULCES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,386,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,4
LENTEJITAS DULCES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,861,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,5
LEVADURA FRESCA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,FLEISHMAM,387,0,0,K,Si,ABARROTES,,PAQ X 0.500 K,DEL CARMEN,1000,0,,8.5
LEVADURA INSTANTANEA MASA SALADA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,FLEISHMAM,388,0,0,K,No,ABARROTES,,PAQ X 0.125 K,DEL CARMEN,1000,0,,34.4
LICCCHA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,389,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2
LICOR CACAO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BOLS,390,0,0,L,No,ABARROTES,,BOT,DEL CARMEN,1,0,,30
LICOR CHOCOLATE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MITJANS,808,0,0,Sin unidad,Si,ABARROTES,,BOTELLA,,1,0,,25
LICOR DE AVELLANAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,FRANGELICO,391,0,0,L,No,ABARROTES,,BOTELLA,DON PEDRITO,1,0,,48
LICOR DE CAFÉ,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,KAHLUA,392,0,0,L,No,ABARROTES,,BOT X 0.750 L,DON PEDRITO,1,0,,40
LICOR DE CASIS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BOLS,393,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,49
LICOR DE CEREZAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,KIRSCH,394,0,0,L,No,ABARROTES,,BOT X 0.750 L,DON PEDRITO,1000,0,,75
